question_number,pipeline,correct,predicted,ground_truth,quote,source,latency,run_timestamp
44.0,BM25 RAG,False,B,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",19.6604597568512,2025-12-02 20:59:18
45.0,BM25 RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,20.85120701789856,2025-12-02 20:59:18
46.0,BM25 RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.","2509.01092v2.pdf, Page: 0",18.113757133483887,2025-12-02 20:59:18
47.0,BM25 RAG,True,B,B,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).",filename: 2509.01092v2.pdf page 0,12.249036312103271,2025-12-02 20:59:18
48.0,BM25 RAG,True,B,B,Table 11 shows the necessity of curriculum learning to the success of reconstruction task.,filename: 2509.01092v2.pdf page 21,13.86498475074768,2025-12-02 20:59:18
49.0,BM25 RAG,True,C,C,"under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.","Source Reference: 2509.01092v2.pdf, Page: 7",15.297377347946169,2025-12-02 20:59:18
50.0,BM25 RAG,False,A,C,"This architectural design leads to significant reductions in both latency and memory usage, primarily due to the shortened input sequence.","2509.01092v2.pdf, Page: 2",16.512475967407227,2025-12-02 20:59:18
51.0,BM25 RAG,True,C,C,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).",filename: 2509.01092v2.pdf page 1,14.599984884262083,2025-12-02 20:59:18
52.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",13.406025171279907,2025-12-02 20:59:18
53.0,BM25 RAG,True,C,C,"This chunk embedding is then projected with a projection layer ϕ to match the size of the token embedding of the decoder model, ecnk
i = ϕ(ci).","2509.01092v2.pdf, Page: 1",11.984473943710327,2025-12-02 20:59:18
54.0,BM25 RAG,True,C,C,"For longer context length, acceleration reaches up to k²× for both metrics.",filename: 2509.01092v2.pdf page 2,10.56665849685669,2025-12-02 20:59:18
55.0,BM25 RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.",filename: 2509.01092v2.pdf page 3,12.547553539276125,2025-12-02 20:59:18
56.0,BM25 RAG,True,C,C,The results indicate that curriculum learning is essential for the success of the reconstruction task.,filename: 2509.01092v2.pdf page 5,15.699917316436768,2025-12-02 20:59:18
57.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.",filename: 2509.01092v2.pdf page 3,12.607956409454346,2025-12-02 20:59:18
58.0,BM25 RAG,True,C,C,Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths.,"2509.01092v2.pdf, Page: 5",14.144090175628662,2025-12-02 20:59:18
59.0,BM25 RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",13.833006143569946,2025-12-02 20:59:18
60.0,BM25 RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",10.142968654632568,2025-12-02 20:59:18
61.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",11.329942464828491,2025-12-02 20:59:18
62.0,BM25 RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.",filename: 2509.01092v2.pdf page 2,13.665298223495483,2025-12-02 20:59:18
63.0,BM25 RAG,True,C,C,"The effective compression ratek
1−p+kp decreases when","2509.01092v2.pdf, Page: 4",16.481469869613647,2025-12-02 20:59:18
64.0,BM25 RAG,False,ERROR,C,No quote provided,,54.01665186882019,2025-12-02 20:59:18
65.0,BM25 RAG,True,C,C,The results indicate that curriculum learning is essential for the success of the reconstruction task.,"2509.01092v2.pdf, Page: 5",22.110530138015747,2025-12-02 20:59:18
66.0,BM25 RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,10.749718189239502,2025-12-02 20:59:18
67.0,BM25 RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",23.6505982875824,2025-12-02 20:59:18
68.0,BM25 RAG,False,B,C,"REFRAG: Our approach is illustrated in figure 1. We use RoBERTa-large (Liu et al., 2019) as the encoder, feeding x1:s tokens and evaluating the perplexity on the output tokensxs+1:s+o.","Source Reference: 2509.01092v2.pdf, Page: 17",18.74458408355713,2025-12-02 20:59:18
69.0,BM25 RAG,False,ERROR,C,No quote provided,,35.9617018699646,2025-12-02 20:59:18
70.0,BM25 RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,15.365936040878296,2025-12-02 20:59:18
1.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,12.899203538894652,2025-12-02 21:22:19
2.0,Dense RAG,False,A,C,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",17.517815351486206,2025-12-02 21:22:19
3.0,Dense RAG,False,C,B,"Under the context length of 16384 (i.e., mid-to-long context), REFRAG achieves 16.53× acceleration in TTFT with cache and 8.59× without cache. Both higher than CEPE (i.e., 2.01× and 1.04× acceleration respectively) while having better model performance (see table 1).","2509.01092v2.pdf, Page: 15",63.90648698806763,2025-12-02 21:22:19
4.0,Dense RAG,True,D,D,This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.,filename: 2509.01092v2.pdf page 7,19.663006067276,2025-12-02 21:22:19
5.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,24.271275997161865,2025-12-02 21:22:19
,,False,,,,,,2025-12-02 21:22:19
7.0,Dense RAG,True,C,C,"we achieve a compression fraction of 1−p by randomly selecting T′ := pL chunks to remain uncompressed for the decoder. This pretraining allows the model to effectively handle mixed inputs at arbitrary positions, which is essential for the subsequent RL policy learning.","2509.01092v2.pdf, Page: 15",21.19820809364319,2025-12-02 21:22:19
8.0,Dense RAG,True,B,B,"With longer context lengths, we are able to achieve up to k²× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",18.12564468383789,2025-12-02 21:22:19
9.0,Dense RAG,True,C,C,"Under equivalent latency constraints,REFRAGconsistently outperform LLaMA on both settings as the saved context can be reinvested to include additional information within the same latency budget.","2509.01092v2.pdf, Page: 7",15.354417085647585,2025-12-02 21:22:19
10.0,Dense RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance.",filename: 2509.01092v2.pdf page 6,12.58212924003601,2025-12-02 21:22:19
11.0,Dense RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.","2509.01092v2.pdf, Page: 0",12.895880460739136,2025-12-02 21:22:19
12.0,Dense RAG,False,A,C,"attention, reducing attention complexity from quadratic to linear; however, this method does not address memory requirements.",filename: 2509.01092v2.pdf page 9,17.805492162704468,2025-12-02 21:22:19
13.0,Dense RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up to k²× for both metrics.",filename: 2509.01092v2.pdf page 2,12.36427116394043,2025-12-02 21:22:19
14.0,Dense RAG,True,C,C,"chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property and enabling flexible placement of compression.","Source Reference: 2509.01092v2.pdf, Page: 3",14.016350030899048,2025-12-02 21:22:19
15.0,Dense RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer. [...] The reconstruction task was specifically chosen to encourage the model to rely on context memory rather than its parametric memory during training.",filename: 2509.01092v2.pdf page 3,18.46888422966004,2025-12-02 21:22:19
16.0,Dense RAG,True,C,C,"To continuously adjust task difficulty, we vary the data mixture over time, starting with examples dominated by easier tasks (e.g., single chunk embedding) and gradually shifting towards those dominated by more difficult tasks (i.e.,L chunk embeddings).",filename: 2509.01092v2.pdf page 3,19.547465801239014,2025-12-02 21:22:19
17.0,Dense RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,"2509.01092v2.pdf, Page: 5",18.82898783683777,2025-12-02 21:22:19
18.0,Dense RAG,True,C,C,"our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,42.38892984390259,2025-12-02 21:22:19
19.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG achieves a 1.93% average gain over 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.020013332366943,2025-12-02 21:22:19
20.0,Dense RAG,True,C,C,"However, due to the compression, we are able to have more context information and hence achieve better performance.","2509.01092v2.pdf, Page: 7",13.93006181716919,2025-12-02 21:22:19
21.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,12.286623001098633,2025-12-02 21:22:19
22.0,Dense RAG,True,C,C,"For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",16.280264139175415,2025-12-02 21:22:19
23.0,Dense RAG,True,C,C,The RL-based selective compression policy consistently achieves superior performance across varying compression rates p.,"2509.01092v2.pdf, Page: 4",23.64957594871521,2025-12-02 21:22:19
24.0,Dense RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information.",filename: 2509.01092v2.pdf page 3,17.181743621826172,2025-12-02 21:22:19
25.0,Dense RAG,True,C,C,Reward = - Log(Perplexity),"Source Reference: 2509.01092v2.pdf, Page: 17",15.402990341186523,2025-12-02 21:22:19
26.0,Dense RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache1, both surpassing CEPE (2.01× and 1.04×, respectively), while achieving 9.3% performance (measured by log-perplexity) compared to CEPE (table 1).",filename: 2509.01092v2.pdf page 2,14.981306552886965,2025-12-02 21:22:19
27.0,Dense RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,12.280670404434204,2025-12-02 21:22:19
28.0,Dense RAG,True,C,C,"The original Llama-2-7B supports only a4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","2509.01092v2.pdf, Page: 4",30.700811624526978,2025-12-02 21:22:19
29.0,Dense RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.",filename: 2509.01092v2.pdf page 6,15.551791191101074,2025-12-02 21:22:19
30.0,Dense RAG,True,C,C,"REFRAG leverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder. This approach offers three main advantages: 1) It shortens the decoder’s input length, improving token allocation efficiency...",filename: 2509.01092v2.pdf page 1,17.304218530654907,2025-12-02 21:22:19
31.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","Source Reference: 2509.01092v2.pdf, Page: 1",11.05497932434082,2025-12-02 21:22:19
32.0,Dense RAG,True,C,C,"Table 6 shows that with short context length s we are able to achievek× acceleration in TTFT and up tok× acceleration in throughput. With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",16.89017081260681,2025-12-02 21:22:19
33.0,Dense RAG,True,C,C,"Under the context length of 16384 (i.e., mid-to-long context), REFRAG achieves 16.53× acceleration in TTFT with cache and 8.59× without cache.",filename: 2509.01092v2.pdf page 15,14.741350889205933,2025-12-02 21:22:19
34.0,Dense RAG,False,A,C,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",39.31010580062866,2025-12-02 21:22:19
35.0,Dense RAG,True,C,C,"For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embeddingc1 for x1:k and and the decoder reconstructs thek tokens using the projected chunk embeddingecnk 1 . Subsequently, the model reconstructs x1:2k frome cnk 1 , ecnk 2 , and so forth.",filename: 2509.01092v2.pdf page 3,16.2771418094635,2025-12-02 21:22:19
36.0,Dense RAG,True,C,C,"Additionally, an RL policy is trained to do selective compression to further improve the performance which we will defer the discussion to section 2.","2509.01092v2.pdf, Page: 2",44.93416213989258,2025-12-02 21:22:19
37.0,Dense RAG,True,C,C,"With a compression rate of 16, we achieve a 9.3% average log-perplexity improvement over CEPE across four datasets2.",filename: 2509.01092v2.pdf page 4,12.193663358688354,2025-12-02 21:22:19
38.0,Dense RAG,False,ERROR,C,No quote provided,,63.57363033294678,2025-12-02 21:22:19
39.0,Dense RAG,True,C,C,We follow the work of Lin et al. (2024) to use Wikipedia dumps and CommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model Lin et al. (2023) as our retriever...,filename: 2509.01092v2.pdf page 7,16.585350513458252,2025-12-02 21:22:19
40.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",13.206645011901855,2025-12-02 21:22:19
41.0,Dense RAG,True,C,C,"Instead of using tokens from retrieved passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.","2509.01092v2.pdf, Page: 1",12.477934122085571,2025-12-02 21:22:19
42.0,Dense RAG,True,B,B,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",20.90148401260376,2025-12-02 21:22:19
43.0,Dense RAG,True,C,C,REFRAGRL uses RL-based selective compression.,"2509.01092v2.pdf, Page: 4",16.900463581085205,2025-12-02 21:22:19
44.0,Dense RAG,False,D,C,"Notably, REFRAG8 and REFRAG16 consistently outperform other baselines across nearly all settings, while also achieving lower latency than CEPE (figure 2).","2509.01092v2.pdf, Page: 4",16.600996494293213,2025-12-02 21:22:19
45.0,Dense RAG,True,C,C,"This finding is particularly surprising, as REFRAG16 achieves a compression rate of 8 without recomputing chunk embeddings, yet still surpasses the performance of REFRAG8.",filename: 2509.01092v2.pdf page 6,13.50326943397522,2025-12-02 21:22:19
46.0,Dense RAG,False,D,C,"In RAG, much of the LLM context consists of concatenated passages from retrieval, with only a small subset directly relevant to the query.","2509.01092v2.pdf, Page: 0",17.5152747631073,2025-12-02 21:22:19
47.0,Dense RAG,True,B,B,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).",filename: 2509.01092v2.pdf page 0,11.35859441757202,2025-12-02 21:22:19
48.0,Dense RAG,True,B,B,"The whole training is split into 9 stages. In each stage, we have a combination of different data (e.g., 1X8 means reconstructing 8 tokens, 2X8 means reconstructing 16 tokens).","2509.01092v2.pdf, Page: 19",14.990962505340576,2025-12-02 21:22:19
49.0,Dense RAG,True,C,C,"The result demonstrates that under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.","2509.01092v2.pdf, Page: 7",15.638525247573853,2025-12-02 21:22:19
50.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,10.127240419387816,2025-12-02 21:22:19
51.0,Dense RAG,True,C,C,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).",filename: 2509.01092v2.pdf page 1,12.604994535446169,2025-12-02 21:22:19
52.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",13.514634132385254,2025-12-02 21:22:19
53.0,Dense RAG,False,ERROR,C,No quote provided,,59.67113780975342,2025-12-02 21:22:19
54.0,Dense RAG,True,C,C,"With longer context lengths, we are able to achieve up to k²× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,11.662668466567991,2025-12-02 21:22:19
55.0,Dense RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.",filename: 2509.01092v2.pdf page 3,11.576289176940918,2025-12-02 21:22:19
56.0,Dense RAG,True,C,C,"Table 11Performance comparison on reconstruction task with and w/o curriculum learning. Log-Perplexity is reported
as average of Arxiv and Book domain.
...
REFRAGw/o curriculum 3.719 3.098 2.272 1.599
REFRAGwith curriculum 0.669 0.451 0.230 0.135","2509.01092v2.pdf, Page: 25",19.743836402893063,2025-12-02 21:22:19
57.0,Dense RAG,False,A,C,We compare the perplexity of xs+1:s+o using different selection policy under different p.,"2509.01092v2.pdf, Page: 4",30.40986037254333,2025-12-02 21:22:19
58.0,Dense RAG,True,C,C,Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,14.133213996887209,2025-12-02 21:22:19
59.0,Dense RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.742825508117676,2025-12-02 21:22:19
60.0,Dense RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,10.781734466552734,2025-12-02 21:22:19
61.0,Dense RAG,True,C,C,the overall input to thedecoder will be reduced by a factor of≃k .,"2509.01092v2.pdf, Page: 2",15.596940755844116,2025-12-02 21:22:19
62.0,Dense RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",12.34127116203308,2025-12-02 21:22:19
63.0,Dense RAG,True,C,C,"The effective compression ratek
1−p+kp decreases when
fewer chunks are compressed (i.e.,p increases).","Source Reference: 2509.01092v2.pdf, Page: 4",17.214544534683228,2025-12-02 21:22:19
64.0,Dense RAG,False,INFORMATION NOT AVAILABLE IN CONTEXT,C,,,34.117104053497314,2025-12-02 21:22:19
65.0,Dense RAG,True,C,C,"REFRAG leverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.",filename: 2509.01092v2.pdf page 1,23.356518745422363,2025-12-02 21:22:19
66.0,Dense RAG,True,C,C,"CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,10.44833254814148,2025-12-02 21:22:19
67.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",20.588653802871704,2025-12-02 21:22:19
68.0,Dense RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","2509.01092v2.pdf, Page: 4",10.755516052246094,2025-12-02 21:22:19
69.0,Dense RAG,False,ERROR,C,No quote provided,,43.01837778091431,2025-12-02 21:22:19
70.0,Dense RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,13.519158840179443,2025-12-02 21:22:19
1.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,14.126380681991575,2025-12-02 21:42:00
2.0,Hybrid RAG,False,A,C,Reconstruction task is essential for the model to learn the continual pre-training task.,filename: 2509.01092v2.pdf page 5,26.42400813102722,2025-12-02 21:42:00
3.0,Hybrid RAG,True,B,B,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,11.677167654037476,2025-12-02 21:42:00
4.0,Hybrid RAG,True,D,D,"This improvement is attributable to the limited 4k-token context window of LLaMAFT, which necessitates truncating portions of the conversational history in longer contexts, resulting in the loss of crucial information required to answer subsequent questions.",filename: 2509.01092v2.pdf page 7,13.517845153808594,2025-12-02 21:42:00
5.0,Hybrid RAG,True,C,C,"In RAG, much of the LLM context consists of concatenated passages from retrieval, with only a small subset directly relevant to the query.","2509.01092v2.pdf, Page: 0",18.11412215232849,2025-12-02 21:42:00
6.0,Hybrid RAG,True,C,C,"Curriculum learning is essential for effective training in the reconstruction task.The reconstruction task, while intuitive, is particularly challenging when multiple chunks must be reconstructed.",filename: 2509.01092v2.pdf page 4,17.80543828010559,2025-12-02 21:42:00
7.0,Hybrid RAG,True,C,C,"This “compress anywhere” capability is further enhanced by a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice .",filename: 2509.01092v2.pdf page 1,13.001795053482056,2025-12-02 21:42:00
8.0,Hybrid RAG,True,B,B,"With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",15.861589670181274,2025-12-02 21:42:00
9.0,Hybrid RAG,True,C,C,"Under equivalent latency constraints,REFRAGconsistently outperform LLaMA on both settings as the saved context can be reinvested to include additional information within the same latency budget.","2509.01092v2.pdf, Page: 7",12.28407859802246,2025-12-02 21:42:00
10.0,Hybrid RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance.",filename: 2509.01092v2.pdf page 6,12.592164039611816,2025-12-02 21:42:00
11.0,Hybrid RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.",filename: 2509.01092v2.pdf page 0,14.7422776222229,2025-12-02 21:42:00
12.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",13.51479959487915,2025-12-02 21:42:00
13.0,Hybrid RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.",filename: 2509.01092v2.pdf page 2,12.595333814620972,2025-12-02 21:42:00
14.0,Hybrid RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property...",filename: 2509.01092v2.pdf page 3,21.8105571269989,2025-12-02 21:42:00
15.0,Hybrid RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer. ... The reconstruction task was specifically chosen to encourage the model to rely on context memory rather than its parametric memory during training.",filename: 2509.01092v2.pdf page 3,23.344804286956787,2025-12-02 21:42:00
16.0,Hybrid RAG,True,C,C,"As the chunk length k increases, the number of possible token combinations expands exponentially, specifically at a rate of V k, where V is the vocabulary size. Effectively capturing this diversity within a fixed-length embedding presents a significant challenge... To continuously adjust task difficulty, we vary the data mixture over time, starting with examples dominated by easier tasks (e.g., single chunk embedding) and gradually shifting towards those dominated by more difficult tasks (i.e.,L chunk embeddings).",filename: 2509.01092v2.pdf page 3,21.19510602951049,2025-12-02 21:42:00
17.0,Hybrid RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,14.674805164337158,2025-12-02 21:42:00
18.0,Hybrid RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization. Additionally, CEPE does not utilize token compression, resulting in similar or even increased decoding latency.","2509.01092v2.pdf, Page: 9",14.203844547271729,2025-12-02 21:42:00
19.0,Hybrid RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG achieves a 1.93% average gain over 16 RAG tasks.","2509.01092v2.pdf, Page: 7",13.822751522064207,2025-12-02 21:42:00
20.0,Hybrid RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","2509.01092v2.pdf, Page: 4",16.896385192871094,2025-12-02 21:42:00
21.0,Hybrid RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",11.366596698760986,2025-12-02 21:42:00
22.0,Hybrid RAG,True,C,C,"For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",16.900106191635132,2025-12-02 21:42:00
23.0,Hybrid RAG,True,C,C,"Unlike prior methods (Yen et al., 2024),REFRAGsupports compression of token chunks at arbitrary positions (see figure 1) while preserving the autoregressive nature of the decoder, thereby supporting multi-turn and agentic applications. This “compress anywhere” capability is further enhanced by a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice .",filename: 2509.01092v2.pdf page 1,15.977063655853271,2025-12-02 21:42:00
24.0,Hybrid RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information.",filename: 2509.01092v2.pdf page 3,22.117719650268555,2025-12-02 21:42:00
25.0,Hybrid RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.",filename: 2509.01092v2.pdf page 3,10.753211736679075,2025-12-02 21:42:00
26.0,Hybrid RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache1...",filename: 2509.01092v2.pdf page 2,15.33541989326477,2025-12-02 21:42:00
27.0,Hybrid RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,13.474462270736694,2025-12-02 21:42:00
